,Distance,Sector,MBP,Image Path
0,131.73458164050928,51,"[1, 1, 1, 1, 1, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
1,130.728726758888,52,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
2,150.90394295710104,48,"[1, 1, 0, 0, 0, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
3,151.6047492659778,47,"[0, 0, 1, 1, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
4,153.3883959105121,47,"[1, 1, 1, 1, 1, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
5,112.27199116431488,58,"[1, 0, 0, 0, 0, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
6,121.40016474453401,47,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
7,113.20777358467925,61,"[0, 1, 1, 1, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
8,121.65936051122412,47,"[1, 1, 1, 1, 1, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
9,90.08884503644167,55,"[1, 1, 1, 1, 1, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
10,89.35882720806042,56,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
11,138.84163640637487,44,"[1, 0, 0, 0, 0, 0, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
12,98.97979591815695,49,"[0, 0, 1, 1, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
13,83.2946576918352,55,"[1, 0, 0, 0, 0, 0, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
14,124.08464852672147,45,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
15,79.22752047110903,54,"[0, 0, 1, 1, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
16,86.00581375697809,59,"[0, 0, 1, 1, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
17,126.03570922560003,44,"[1, 1, 1, 1, 0, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
18,74.67261881037788,53,"[1, 1, 0, 0, 0, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
19,93.23625904121208,47,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
20,76.53757247260981,51,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
21,73.17103251970687,54,"[0, 0, 1, 1, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
22,115.6027681329474,44,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
23,117.41379816699569,44,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
24,92.02173656261873,46,"[1, 0, 0, 0, 0, 0, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
25,83.60023923410746,47,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
26,68.62215385719105,51,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
27,65.37583651472461,53,"[1, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
28,83.73768566183328,46,"[0, 1, 1, 1, 1, 1, 1, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
29,64.0,55,"[1, 1, 0, 0, 0, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
30,64.19501538281614,55,"[0, 0, 1, 1, 1, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
31,87.20665112249179,45,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
32,75.07329751649384,46,"[1, 1, 1, 1, 1, 1, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
33,108.90821823902914,43,"[1, 1, 0, 0, 0, 0, 1, 1]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
34,85.0,44,"[0, 0, 0, 0, 0, 0, 0, 0]",../../../19CS91R05/datasets/Anguli_200k_1M/Impressions/Impression_1/fp_15/14782.tiff
